Tract,Longitude,Latitude,HousingMedianAge,TotalRooms,TotalBedrooms,Population,Households,MedianIncome,MedianHouseValue
15012,-122.47,38.34,15,2411,446,1144,407,4.3472,261
15013,-122.49,38.32,17,3308,720,1587,632,3.2727,176
15014,-122.48,38.32,31,1701,363,680,324,3.1375,192.1
15015,-122.48,38.31,29,2375,560,1124,502,2.3276,166.2
15016,-122.48,38.31,19,2398,521,1266,471,2.7727,186.8
15017,-122.48,38.32,42,2106,533,1141,445,3.1129,149.3
15018,-122.55,38.42,24,2220,411,894,365,4.2891,211.7
15019,-122.58,38.38,27,3800,728,1587,605,4.7237,306.6
15020,-122.5,38.4,36,1860,364,777,339,4.1307,295.7
15021,-122.54,38.36,40,2725,531,1167,458,3.7969,202.8
15022,-122.61,38.24,25,2990,450,1335,434,4.7,190.1
15023,-122.61,38.23,18,2042,420,914,400,2.9871,193.8
15024,-122.61,38.24,18,2933,481,1279,443,5.0849,188.5
15025,-122.6,38.24,16,2621,416,1247,386,4.8603,198.4
15026,-122.63,38.25,20,3460,602,1707,568,3.7115,181.9
15027,-122.62,38.24,33,1369,280,758,246,4.0341,156.5
15028,-122.62,38.25,33,1453,250,677,237,4.0962,170.2
15029,-122.62,38.25,20,1888,411,826,396,2.875,189.1
15030,-122.57,38.27,7,6508,1028,2902,1010,5.3707,250.5
15031,-122.51,38.17,8,5875,1115,2808,1029,3.6392,246.3
15032,-122.65,38.27,9,4764,816,2077,755,5.1391,234.5
15033,-122.63,38.24,45,1615,338,823,327,2.5179,145.5
15034,-122.63,38.23,45,2264,504,1076,472,3.0139,194.1
15035,-122.64,38.23,52,1075,249,519,210,3.0769,230.9
15036,-122.64,38.23,49,2300,463,1061,429,4.075,228.8
15037,-122.63,38.21,22,2933,461,1283,449,6.2034,291.1
15038,-122.65,38.23,52,1735,347,712,343,3.1711,200.8
15039,-122.64,38.23,52,2156,469,1070,467,3.3011,252.3
15040,-122.65,38.23,52,1923,393,910,345,3.45,200.6
15041,-122.66,38.2,39,2889,517,1351,489,4.3056,251.3
15042,-122.64,38.24,52,1621,393,635,349,2.5202,244
15043,-122.64,38.24,40,1974,410,1039,398,3.7917,151.6
15044,-122.65,38.25,23,4030,813,1852,778,3.402,193.3
15045,-122.65,38.24,49,3273,579,1431,539,4.275,227.6
15046,-122.69,38.27,32,2344,434,1066,384,4.0313,285
15047,-122.67,38.25,32,1333,235,660,206,4.0729,288.5
15048,-122.68,38.25,29,1315,240,650,228,3.8269,306
15049,-122.67,38.24,29,2644,464,1372,450,5.0544,261.8
15050,-122.77,38.29,32,3201,542,1869,519,3.2442,268
15051,-122.73,38.26,35,3941,645,1668,620,4.385,317.7
15052,-122.7,38.23,47,2090,387,1053,377,3.5673,310.3
15053,-122.72,38.31,26,1644,294,801,291,4.3906,248
15054,-122.67,38.31,28,1915,419,930,342,3.7875,292.7
15055,-122.69,38.3,30,3919,743,1693,693,3.3827,292.1
15056,-122.69,38.32,16,3741,698,1938,658,4.6324,183.6
15057,-122.71,38.33,13,4011,936,2064,914,3.6953,157.6
15058,-122.7,38.31,14,3155,580,1208,501,4.1964,258.1
15059,-122.7,38.33,16,1244,242,696,236,3.6369,158.7
15060,-122.69,38.34,23,2846,516,1526,492,3.733,163.5
15061,-122.7,38.33,26,1887,381,1060,364,3.0078,160.4
15062,-122.71,38.34,22,1249,335,699,308,2.6033,121.6
15063,-122.7,38.33,26,1584,295,846,295,3.375,156.3
15064,-122.69,38.34,15,3091,697,1602,682,4.0071,135.5
15065,-122.71,38.35,11,2242,699,1203,642,2.3464,104.2
15066,-122.7,38.35,14,2313,411,954,397,3.7813,146.5
15067,-122.7,38.35,14,1555,369,493,335,1.6033,67.5
15068,-122.71,38.34,23,2744,588,1493,557,3.1781,162
15069,-122.69,38.36,6,5496,1374,2502,1189,2.4827,177.5
15070,-122.7,38.36,11,5817,878,2538,876,4.221,227.1
15071,-122.63,38.34,15,2153,345,979,335,5.1966,325.4
15072,-122.68,38.36,8,7520,1336,3833,1287,4.3278,184.1
15073,-122.69,38.34,12,3876,782,2146,764,4.0844,165.4
15074,-122.67,38.33,4,8072,1606,4323,1475,3.9518,220.3
15075,-122.69,38.34,16,1683,341,880,327,3.2857,160.2
15076,-122.71,38.42,23,1569,414,1031,368,1.6267,129.2
15077,-122.71,38.4,17,1690,464,833,445,1.439,140.6
15078,-122.7,38.39,16,4922,1211,2557,1088,2.0915,168.1
15079,-122.62,38.4,10,9772,1308,3741,1242,6.5261,324.7
15080,-122.66,38.44,17,5815,898,2614,887,4.3657,215.9
15081,-122.68,38.43,18,2723,529,1150,520,3.5885,191.9
15082,-122.67,38.43,17,1804,304,750,298,4.5588,196.4
15083,-122.66,38.42,14,5315,1037,2228,950,4.023,208.4
15084,-122.68,38.43,29,488,63,161,62,6.0774,334.4
15085,-122.58,38.46,15,2936,517,1182,501,3.3981,246.9
15086,-122.61,38.42,13,7731,1360,2543,1249,4.6957,259.8
15087,-122.58,38.43,10,3597,661,1132,639,3.9375,269.2
15088,-122.59,38.44,14,1665,390,505,348,3.183,201.2
15089,-122.59,38.43,20,2791,546,785,512,3.4561,216.7
15090,-122.56,38.41,20,1151,211,478,183,5.93,384.6
15091,-122.66,38.46,14,2364,631,1300,625,2.6023,221.1
15092,-122.66,38.45,26,2081,339,906,323,4.4375,293.5
15093,-122.67,38.45,24,2622,525,1027,510,2.9222,242.6
15094,-122.67,38.44,32,3771,741,1786,721,3.2415,172.2
15095,-122.68,38.44,29,2796,588,1346,562,2.9107,169.7
15096,-122.7,38.45,47,904,154,310,144,3.9766,190.6
15097,-122.69,38.44,35,1356,241,620,216,3.5521,168.3
15098,-122.7,38.44,45,883,202,401,194,3.2845,178.3
15099,-122.69,38.45,36,1943,337,711,318,3.9191,183
15100,-122.69,38.44,31,1808,315,691,280,3.8583,193.2
15101,-122.7,38.44,42,709,182,547,172,2.1912,165
15102,-122.7,38.44,35,1304,343,822,304,3.2935,157.8
15103,-122.71,38.43,52,1439,325,738,316,2.2262,129.9
15104,-122.72,38.44,52,1059,281,627,273,1.5357,137.5
15105,-122.71,38.44,52,988,283,475,242,1.3684,258.3
15106,-122.71,38.44,27,966,251,462,230,1.7,350
15107,-122.72,38.47,29,1706,415,990,394,1.9932,164.8
15108,-122.72,38.46,35,1445,309,795,308,2.9073,157
15109,-122.72,38.45,41,1743,373,780,357,3.1467,175.5
15110,-122.71,38.46,42,1574,376,844,369,2.314,169.4
15111,-122.71,38.46,41,1974,482,965,458,2.905,159.3
15112,-122.71,38.46,36,2175,516,1087,477,3.0444,167.2
15113,-122.71,38.45,39,2739,573,1223,569,2.9663,185.4
15114,-122.71,38.45,48,3118,561,1275,530,3.455,222.1
15115,-122.7,38.45,26,2011,557,855,530,1.125,233.3
15116,-122.71,38.45,52,2259,537,957,520,2.1827,188.8
15117,-122.68,38.48,15,1575,262,716,259,5.3409,244.6
15118,-122.67,38.47,16,3452,791,1567,731,2.4722,194.3
15119,-122.68,38.46,17,3201,527,1244,495,4.7143,202.9
15120,-122.68,38.46,15,1811,406,718,403,2.3929,141.3
15121,-122.71,38.46,23,3220,603,1299,591,3.9261,213.3
15122,-122.7,38.46,29,2891,459,1012,441,5.0415,240.2
15123,-122.7,38.45,39,2015,335,640,315,4.1734,240.5
15124,-122.72,38.48,23,2296,356,902,334,6.0298,289.1
15125,-122.68,38.46,19,4976,711,1926,625,7.3003,381.3
15126,-122.71,38.5,15,5645,830,2324,769,6.6104,330.9
15127,-122.66,38.48,16,2724,593,1124,586,2.825,186.2
15128,-122.66,38.47,23,2246,437,1035,386,3.7617,172.6
15129,-122.65,38.46,14,2096,420,926,397,4.0647,187.8
15130,-122.66,38.47,20,2806,477,1369,460,4.75,190.5
15131,-122.65,38.47,24,2268,330,847,296,3.858,214.4
15132,-122.6,38.48,17,1528,264,606,251,6.6004,341.5
15133,-122.62,38.54,24,2409,464,1006,403,4.5167,265.2
15134,-122.65,38.48,17,1090,164,473,163,5.5061,231.8
15135,-122.75,38.54,6,6719,1016,2699,997,5.4886,254.2
15136,-122.78,38.52,23,2511,549,1052,527,2.4922,192
15137,-122.79,38.5,18,4839,918,2755,841,3.75,248.3
15138,-122.76,38.52,6,2073,388,826,375,3.055,224.1
15139,-122.75,38.5,16,4196,638,1713,615,5.449,252.1
15140,-122.73,38.46,14,4042,1298,2323,1158,2.0651,135.4
15141,-122.73,38.47,16,1834,391,994,390,3.7266,156.5
15142,-122.74,38.47,16,1426,287,525,260,3.0714,161.7
15143,-122.74,38.46,9,2268,594,1311,585,2.6607,91.5
15144,-122.74,38.48,12,4174,670,1882,647,4.551,178.3
15145,-122.79,38.48,7,6837,1417,3468,1405,3.1662,191
15146,-122.81,38.46,28,3580,611,1634,567,4.745,248.6
15147,-122.75,38.46,13,4323,1020,2566,728,3.0147,142.8
15148,-122.75,38.46,16,2653,606,1693,586,2.6384,146.9
15149,-122.76,38.46,14,4742,756,2149,732,4.5152,199.2
15150,-122.73,38.46,14,2324,754,1026,677,1.722,150
15151,-122.74,38.44,23,2819,612,1644,546,2.6576,147.9
15152,-122.73,38.44,20,2919,508,1711,500,3.875,140.3
15153,-122.73,38.44,35,1120,297,659,274,2.3824,145
15154,-122.73,38.44,28,1073,241,652,238,2.4,146.2
15155,-122.74,38.44,17,2287,497,1240,493,3.5845,164.3
15156,-122.74,38.43,11,4670,1007,2430,962,3.0341,142.3
15157,-122.73,38.43,15,3265,690,1629,629,3.7132,167.6
15158,-122.76,38.45,8,5823,1104,2864,1041,3.6292,183.6
15159,-122.76,38.44,14,4376,797,1809,746,3.8244,180
15160,-122.78,38.44,14,4143,656,1569,629,3.9766,345.3
15161,-122.74,38.42,42,2050,434,1073,416,2.375,141
15162,-122.73,38.43,29,2677,691,1880,664,2.1864,143.2
15163,-122.72,38.43,31,2020,476,1408,437,2.5735,131.1
15164,-122.72,38.42,26,1168,253,937,248,1.9458,146
15165,-122.72,38.42,26,3604,734,2605,704,3.0969,143.8
15166,-122.73,38.42,26,1446,296,884,295,4.3523,150
15167,-122.72,38.42,30,2099,406,1156,401,2.8036,152.3
15168,-122.73,38.4,30,3689,746,2250,697,2.975,157.3
15169,-122.73,38.37,40,1389,309,841,288,3.1094,183.3
15170,-122.75,38.43,36,1599,345,1086,314,2.6667,149.1
15171,-122.77,38.39,35,2611,475,1293,463,2.75,197.5
15172,-122.82,38.41,32,701,182,489,168,2.785,169.3
15173,-122.84,38.42,29,2756,551,1381,531,2.9625,237.3
15174,-122.83,38.4,37,2217,451,1019,428,3.1217,178.5
15175,-122.84,38.4,15,3080,617,1446,599,3.6696,194.4
15176,-122.78,38.37,21,795,163,414,162,3.7991,175
15177,-122.8,38.39,26,2273,474,1124,420,2.9453,166.7
15178,-122.84,38.39,16,1688,292,793,280,4.4357,216.9
15179,-122.83,38.39,19,1765,394,868,388,2.462,260.3
15180,-122.82,38.39,22,1288,243,593,220,3.625,233.7
15181,-122.82,38.39,32,1437,257,752,245,4.7422,240.9
15182,-122.82,38.38,27,2565,479,1227,467,4.5132,259.9
15183,-122.76,38.35,30,2260,374,958,359,5.0323,222.4
15184,-122.87,38.39,34,1138,205,541,180,4.5147,271.4
15185,-122.77,38.33,32,2054,324,843,306,4.5875,290.7
15186,-122.82,38.33,25,3067,569,1602,550,3.9917,244.1
15187,-122.88,38.34,20,3404,628,1641,585,5.0574,276.2
15188,-122.89,38.38,16,2017,369,931,336,5.7664,267.5
15189,-122.86,38.44,31,1534,292,716,288,3.4471,209.5
15190,-122.89,38.42,28,2388,437,1015,381,5.1512,268.3
15191,-122.87,38.43,36,1987,387,1065,347,4.0446,172.2
15192,-122.91,38.43,19,1968,350,852,308,4.6705,269.8
15193,-122.89,38.4,22,2900,538,1445,515,4.511,296.8
15194,-123.04,38.49,30,3977,930,1387,582,2.6161,132.5
15195,-123.02,38.46,52,2154,499,524,259,2.0556,120
15196,-122.98,38.44,29,4450,939,1328,590,3.1,162.1
15197,-123.01,38.48,37,1179,282,354,176,1.3712,118.3
15198,-123.02,38.54,35,2157,487,768,322,3.2315,136.9
15199,-123,38.51,33,1565,390,759,311,2.6726,153.1
15200,-122.97,38.5,44,3234,746,1112,470,1.9265,132.7
15201,-122.97,38.53,48,3939,860,1257,571,2.1165,98.7
15202,-122.94,38.53,49,1141,239,505,184,3.7143,148.8
15203,-122.94,38.5,46,2280,492,807,366,2.6316,117
15204,-122.91,38.49,37,2469,519,1137,474,3.6343,146.5
15205,-122.87,38.48,27,3894,776,1832,715,3.5085,187.8
15206,-122.88,38.46,25,1563,314,737,305,2.5687,249.2
15207,-122.85,38.46,22,3328,550,1309,512,4.7105,266.2
15208,-122.94,38.49,37,3169,719,777,344,2.7072,117.1
15209,-122.91,38.46,18,2021,353,912,329,4.5,251.9
15210,-122.72,38.58,4,7042,1100,2936,1043,5.0555,240.8
15211,-122.82,38.55,8,6190,1088,2967,1000,3.8616,195.1
15212,-122.85,38.52,13,4808,848,2568,762,3.6583,183.2
15213,-122.78,38.53,9,3659,652,1889,632,4.2716,250.8
15214,-122.81,38.54,12,2289,611,919,540,1.1553,139.3
15215,-122.82,38.53,27,1823,360,907,317,3.276,172.9
15216,-122.79,38.54,5,3986,737,1887,687,3.7768,213.8
15217,-122.87,38.61,23,2676,521,1456,500,3.7361,173.7
15218,-122.86,38.61,52,1753,380,982,380,3.4013,183.3
15219,-122.86,38.62,35,2597,522,1231,499,2.7432,174
15220,-122.87,38.62,18,2721,557,1667,539,3.1875,176.1
15221,-122.82,38.64,29,2176,385,1117,374,3.8681,188.6
15222,-122.83,38.58,17,5199,1023,2036,890,3.2452,168.8
15223,-122.82,38.61,41,2720,501,987,364,4.0294,201.7
15224,-122.85,38.62,16,4418,704,1908,697,4.5913,244.6
15225,-123.01,38.67,33,914,147,394,132,4.6875,246.2
15226,-122.94,38.57,33,1530,266,728,250,5.1005,266.7
15227,-122.94,38.64,26,4050,712,2072,636,4.0781,287.8
15228,-122.95,38.73,37,1548,328,863,287,2.9792,151.3
15229,-122.87,38.68,32,4073,718,2053,629,3.7352,228
15230,-122.85,38.77,18,2856,513,1027,405,4.6953,241.7
15231,-122.7,38.66,43,1384,284,582,224,3.9063,210
15232,-123.03,38.79,16,4047,769,1998,673,3.375,171.9
15233,-123.02,38.81,45,1717,389,916,367,3.2425,138.8
15234,-123.01,38.8,21,360,96,131,74,3.5156,133.3
15235,-123.1,38.79,20,3109,712,1643,638,2.8344,164.4
15236,-123.49,38.7,9,5409,1019,594,327,3.3125,295.4
15237,-123.24,38.7,38,1460,311,569,176,2.7171,131.3
15238,-123.25,38.54,27,3658,764,1278,518,3.3536,157.5
15239,-123.08,38.38,28,3297,676,923,373,3.9167,232.6
15240,-122.96,38.42,50,2530,524,940,361,2.9375,122.9
15241,-123.07,38.46,31,855,217,280,139,2.3611,112.5
15242,-122.93,38.38,18,2562,500,1128,414,3.9336,262.5
15243,-123.02,38.36,16,1496,298,778,284,3.8589,268.8
15244,-123,38.33,8,3223,637,851,418,5.6445,364.8
15245,-120.84,37.92,27,471,84,195,72,3.3333,208.3
15246,-120.79,37.82,17,4227,729,1809,679,3.2667,269.5
15247,-120.9,37.81,27,4213,750,2142,746,3.7031,173.3
15248,-120.9,37.76,20,570,112,304,108,2.2024,156.3
15249,-120.86,37.73,27,508,93,263,81,3.1136,183.3
15250,-120.79,37.76,14,3531,508,1505,497,5.5228,275.3
15251,-120.76,37.73,16,1343,241,732,195,3.5833,187.5
15252,-120.69,37.77,46,431,86,239,80,3.3182,282.1
15253,-120.85,37.77,52,436,81,197,68,1.8625,85.4
15254,-120.86,37.77,45,621,129,257,124,1.7188,109.4
15255,-120.86,37.77,38,1545,279,662,266,3.825,96.4
15256,-120.86,37.77,28,1208,232,535,232,2.3523,94.7
15257,-120.87,37.76,16,1174,249,601,242,1.7143,113.3
15258,-120.85,37.77,20,651,157,421,151,2.0833,77.3
15259,-120.85,37.77,37,1738,403,936,366,2.4717,77.1
15260,-120.87,37.76,16,2022,413,1126,408,2.5655,116.4
15261,-120.85,37.78,15,3553,659,1684,611,3.3169,131.2
15262,-120.85,37.78,30,1120,248,609,237,2.2386,87.2
15263,-120.83,37.77,20,1717,403,1062,401,1.6759,116.7
15264,-120.85,37.77,10,423,110,295,94,1.3583,85.2
15265,-120.83,37.76,21,435,96,219,83,2.9125,112.5
15266,-120.83,37.79,16,893,164,548,155,3.6875,121.9
15267,-120.93,37.74,37,1956,402,1265,397,2.3023,91.9
15268,-120.94,37.74,35,1166,268,515,266,2.3469,90.2
15269,-120.95,37.74,18,3453,666,1958,601,3.0043,156.5
15270,-120.93,37.73,14,2799,618,2294,596,2.6343,81.5
15271,-120.93,37.72,18,391,71,247,71,4.3864,179.5
15272,-120.98,37.71,22,434,89,195,86,2.4211,268.8
15273,-120.99,37.7,14,9849,1887,4356,1780,3.5877,160.9
15274,-120.91,37.74,19,1690,327,855,296,3.25,176.7
15275,-120.91,37.73,31,840,154,429,150,2.4063,170.2
15276,-120.92,37.7,24,527,112,270,112,1.6172,156.3
15277,-120.94,37.7,25,1005,159,390,139,4.4,174.1
15278,-120.97,37.73,19,3725,543,1412,463,5.7476,248.6
15279,-121.01,37.72,23,1373,264,677,245,2.5486,161.1
15280,-121.06,37.73,5,2256,420,1246,397,4.9236,155.9
15281,-121.07,37.71,39,223,37,92,37,3.375,212.5
15282,-121.08,37.69,19,6473,1212,3559,1123,3.2246,129.3
15283,-121.09,37.61,42,1787,296,921,287,3.8864,171.4
15284,-121.18,37.64,43,1244,209,611,197,2.875,187.5
15285,-121.06,37.7,7,9374,1847,4827,1722,3.462,151.9
15286,-121.04,37.7,52,349,59,121,40,3.3036,197.5
15287,-121.04,37.69,5,9601,1639,4449,1575,4.5332,195.5
15288,-121.03,37.69,6,2607,557,1266,475,3.4632,137.7
15289,-121.01,37.7,12,9148,1906,4656,1853,3.2447,142.2
15290,-121.06,37.67,31,906,146,383,129,3.4167,196.9
15291,-121.06,37.66,6,3655,598,1993,596,4.6053,150.1
15292,-121.05,37.65,5,3096,545,1760,519,4.5701,146.4
15293,-121.04,37.66,11,1658,301,913,298,4.1705,162.8
15294,-121.04,37.65,8,1959,379,995,365,3.3567,129.1
15295,-121.03,37.65,37,375,58,120,37,3.9844,150
15296,-121,37.69,18,3469,661,1452,628,3.4079,147.5
15297,-121.01,37.69,20,3275,760,1538,705,2.48,135.6
15298,-121.01,37.68,33,3230,587,1579,560,3.5775,109.7
15299,-121,37.67,26,90,18,47,18,1.125,87.5
15300,-121.04,37.68,18,5129,1171,3622,1128,2.0272,92.7
15301,-121.04,37.68,28,1909,398,1140,380,2.3783,81.4
15302,-121.03,37.69,5,4034,771,1967,742,3.8065,146
15303,-121.04,37.69,9,6333,1355,3265,1265,3.0217,160.9
15304,-121.02,37.68,25,3262,588,1834,578,3.996,114.5
15305,-121.03,37.68,20,3204,625,2016,605,2.6567,110.4
15306,-121.03,37.68,27,1956,327,1004,307,3.7857,110.5
15307,-121.02,37.68,28,2875,560,1608,558,3.5489,106.4
15308,-120.94,37.68,4,13315,2424,6420,2289,4.2471,162.1
15309,-120.95,37.67,15,3062,584,1624,538,4.3864,137.6
15310,-120.96,37.66,16,4961,902,2654,804,4.2823,138.3
15311,-120.93,37.67,6,3491,657,2075,644,3.3844,138.5
15312,-120.93,37.66,10,7566,1348,3227,1199,4.744,148.1
15313,-120.94,37.66,17,1147,140,327,136,6.8654,290.5
15314,-120.99,37.69,25,2773,384,1060,381,6.4788,199.4
15315,-120.99,37.68,30,1975,375,732,326,2.6932,94.9
15316,-120.97,37.69,15,4065,841,1986,680,3.072,114.3
15317,-120.97,37.68,16,2349,446,1302,392,3.1625,130.3
15318,-120.98,37.68,27,4006,762,1806,718,3.1848,112.8
15319,-120.99,37.68,28,3269,647,1595,617,2.2336,112.7
15320,-120.99,37.67,16,568,124,307,116,2.1518,107.4
15321,-120.97,37.68,16,2493,535,1370,504,3.3368,121.2
15322,-120.98,37.68,18,4197,1006,2203,874,2.166,118.6
15323,-120.96,37.67,18,1442,229,538,220,4.2969,163.2
15324,-120.97,37.66,19,1974,393,799,377,3.1286,137.5
15325,-120.96,37.66,15,2485,434,1296,434,3.8542,145.2
15326,-120.97,37.66,24,2930,588,1448,570,3.5395,127.9
15327,-120.97,37.66,21,2760,632,1260,576,2.0227,179.8
15328,-120.98,37.66,40,3012,616,1423,595,2.6346,100.6
15329,-120.98,37.65,36,826,167,432,150,2.5,103.1
15330,-120.98,37.66,10,934,260,401,255,0.9336,127.1
15331,-120.99,37.67,28,1768,423,1066,392,1.8315,90.5
15332,-120.99,37.66,39,1748,329,831,302,2.5938,135.6
15333,-120.99,37.65,44,2848,623,1408,576,2.1487,86.6
15334,-121,37.65,52,3887,803,1768,779,2.5089,119
15335,-121,37.67,27,2278,479,995,449,2.5148,110.2
15336,-121.01,37.67,37,2483,459,1072,445,3.0721,108.1
15337,-121.01,37.66,36,3679,613,1366,581,4.5,151.4
15338,-121.01,37.65,47,1713,334,570,297,2.1969,149.4
15339,-121.02,37.67,32,3951,797,1916,740,2.6722,111.5
15340,-121.03,37.67,24,2162,459,1468,441,3.1857,98.3
15341,-121.03,37.66,31,887,217,614,199,2.1528,75.5
15342,-121.02,37.66,28,1437,400,806,338,1.6078,125
15343,-121.02,37.65,20,2973,620,1996,570,3.0645,106
15344,-121.03,37.64,22,2001,387,1520,387,3.148,102.3
15345,-121.03,37.63,5,2881,584,1490,570,3.0398,120
15346,-121.05,37.64,33,1438,237,569,208,3.3516,150
15347,-121.02,37.64,42,1437,307,1035,284,2.1036,88.3
15348,-121.02,37.63,35,1591,364,1290,352,1.564,81.8
15349,-121.02,37.62,30,1721,399,1878,382,2.5363,83.9
15350,-121.02,37.61,33,1469,370,1318,349,1.7104,59
15351,-121.03,37.62,46,2331,508,1210,484,2.5313,77.7
15352,-121.02,37.62,14,5737,1286,4722,1210,1.6731,95.8
15353,-121.01,37.64,52,201,35,74,22,1.3036,75
15354,-121.01,37.64,36,1981,507,1998,468,1.9013,69.9
15355,-121.01,37.64,33,693,207,598,192,1.0217,81.3
15356,-121,37.64,43,311,95,293,94,1.2902,67.5
15357,-120.99,37.64,41,1580,385,881,361,2.7538,99.6
15358,-121,37.64,52,530,177,325,158,1.1875,90.6
15359,-120.96,37.64,41,1467,328,673,310,2.7917,90.7
15360,-120.97,37.64,42,2359,504,1131,480,2.0833,95.5
15361,-120.98,37.65,40,422,63,158,63,7.3841,172.2
15362,-120.98,37.64,45,1913,335,839,333,3.1397,110.7
15363,-120.98,37.64,40,1791,359,679,322,2.1458,130.3
15364,-120.9,37.66,19,3377,669,2426,663,2.9783,82.5
15365,-120.91,37.66,36,1320,255,720,232,2.6523,76.3
15366,-120.9,37.64,26,1762,418,855,308,1.6767,81.3
15367,-120.94,37.65,13,5075,978,3033,838,3.0577,119
15368,-120.93,37.65,1,2254,328,402,112,4.25,189.2
15369,-120.95,37.65,14,5200,1119,3221,1102,2.6964,107
15370,-120.95,37.64,32,3487,740,1957,685,2.7209,88.3
15371,-120.98,37.64,39,2617,659,2052,642,1.6952,65
15372,-120.97,37.63,39,2360,607,2047,605,1.7054,58.8
15373,-121,37.63,49,2051,500,1525,467,1.59,80.9
15374,-121.01,37.63,41,2764,639,2122,600,1.9643,74.9
15375,-121.01,37.62,35,568,150,622,145,1.8167,79.5
15376,-121.01,37.62,35,2074,477,1687,431,2.0885,73.7
15377,-120.98,37.62,26,3819,955,3010,932,1.9206,81.3
15378,-120.99,37.63,21,319,120,276,85,2.4792,60
15379,-121,37.62,28,1153,420,1043,357,1.0801,75
15380,-121.01,37.61,5,3655,696,2316,647,3.4703,129.3
15381,-121,37.61,36,2647,604,2045,550,2.273,62.9
15382,-121,37.6,22,4412,925,3116,817,2.6899,82.1
15383,-120.98,37.6,36,1437,331,1073,320,2.1779,58.4
15384,-120.99,37.61,39,512,132,443,127,1.2857,60
15385,-120.98,37.59,2,5042,834,2784,787,4.6484,145.9
15386,-120.96,37.59,11,4236,879,2410,850,2.3849,122
15387,-120.95,37.59,29,1727,439,1063,386,1.8929,63.6
15388,-120.94,37.61,13,3309,603,1796,555,3.8372,129.3
15389,-120.96,37.61,23,3497,887,2467,816,1.9444,93.4
15390,-120.97,37.61,16,1326,375,884,375,1.871,103.9
15391,-120.95,37.6,35,1493,278,729,268,2.9821,97.4
15392,-120.95,37.59,43,1561,354,862,332,1.8466,81.5
15393,-120.94,37.59,16,3964,824,2622,766,2.3152,111.3
15394,-120.95,37.62,11,4981,814,1934,686,3.7041,174.8
15395,-120.97,37.62,7,8489,1673,5807,1575,2.9451,127.8
15396,-120.54,37.68,18,335,76,189,67,1.2273,87.5
15397,-120.64,37.7,16,284,51,239,46,1.8958,137.5
15398,-120.75,37.69,24,2282,423,1167,398,3.8214,116.1
15399,-120.86,37.69,5,6660,1217,3012,1087,3.0809,143.6
15400,-120.82,37.64,20,3375,630,1505,598,2.69,201.3
15401,-120.77,37.64,8,3294,667,2277,652,2.6417,96.8
15402,-120.76,37.65,25,3214,682,2319,640,2.0385,84.3
15403,-120.46,37.65,17,315,89,130,58,1.4464,79.2
15404,-120.59,37.59,36,291,48,124,47,5.6945,154.2
15405,-120.69,37.59,27,1170,227,660,222,2.3906,81.8
15406,-120.76,37.61,30,816,159,531,147,3.2604,87.9
15407,-120.8,37.61,30,918,154,469,139,3.9688,175
15408,-120.76,37.58,35,1395,264,756,253,3.6181,178.6
15409,-120.83,37.58,30,1527,256,757,240,3.6629,171.4
15410,-120.85,37.57,27,819,157,451,150,3.4934,193.8
15411,-120.88,37.57,22,1440,267,774,249,3.9821,204.3
15412,-120.87,37.62,30,455,70,220,69,4.8958,142.5
15413,-120.87,37.6,32,4579,914,2742,856,2.6619,86.2
15414,-120.92,37.59,26,1705,279,642,236,2.6591,180.5
15415,-120.91,37.57,26,3396,705,2446,694,2.0521,65.4
15416,-120.93,37.56,17,1812,361,672,334,1.55,166.1
15417,-120.95,37.57,29,1179,249,672,243,3.1125,154.8
15418,-120.98,37.57,27,925,176,449,168,2.6406,129.7
15419,-121.04,37.6,27,958,184,580,177,2.1875,82.8
15420,-121.09,37.56,32,1717,325,1356,307,2.6705,91.9
15421,-121.03,37.55,32,946,198,624,173,1.9728,97.9
15422,-121.04,37.5,33,613,123,343,116,3.1875,129.2
15423,-121.02,37.48,26,467,93,244,83,4.1346,187.5
15424,-121.12,37.48,5,4109,820,3062,713,3.2396,125.2
15425,-121.14,37.48,6,1772,332,1011,331,3.7045,128.1
15426,-121.13,37.47,37,1995,448,1559,443,2.1833,92.7
15427,-121.11,37.47,12,2263,410,913,330,3.5795,145.6
15428,-121.14,37.46,4,2919,503,1592,491,5.2452,161.9
15429,-121.2,37.6,30,2110,406,1301,345,2.3173,86.5
15430,-121.27,37.56,31,1223,330,1067,245,2.8558,100
15431,-121.31,37.44,33,69,28,47,14,0.536,112.5
15432,-121.21,37.5,34,294,49,147,47,3,162.5
15433,-121.14,37.52,37,1358,231,586,214,3.1645,170.8
15434,-121.06,37.45,33,1401,299,915,282,3.4464,162.5
15435,-121.11,37.43,42,412,75,227,75,2.5,74.2
15436,-121.29,37.33,36,48,12,27,8,4,75
